id,title,original_title,original_language,status,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,genres,production_countries,overview,poster_path,adult,release_year,release_month,release_quarter,release_day_of_week,budget_original,revenue_original,profit,roi,profit_margin,is_profitable,budget_million,revenue_million,profit_million,budget_category,main_genre,main_country,decade,season
808,Shrek,Shrek,en,Released,2001-05-18,94800000.0,770808245.6,90,7.73,15765,94.456,"Animation, Comedy, Fantasy, Adventure, Family",United States of America,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",/dyhaB19AICF7TO7CK2aD6KfymnQ.jpg,False,2001.0,5.0,2.0,4.0,60000000,487853320,676008245.6,7.130888666666667,87.70122134251336,1,94.8,770.8082456000001,676.0082456,Gros (50-100M),Animation,US,2000.0,Printemps
2062,Ratatouille,Ratatouille,en,Released,2007-06-28,199500000.0,829555580.0,111,7.809,15728,82.488,"Animation, Comedy, Family, Fantasy",United States of America,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,False,2007.0,6.0,2.0,3.0,150000000,623726000,630055580.0,3.1581733333333335,75.95097847452247,1,199.5,829.55558,630.05558,Blockbuster (>100M),Animation,US,2000.0,Été
207703,Kingsman: The Secret Service,Kingsman: The Secret Service,en,Released,2014-12-13,93150000.0,476504277.9,129,7.636,15664,56.288,"Crime, Comedy, Action, Adventure","United Kingdom, United States of America",The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,/ay7xwXn1G9fzX9TUBlkGA584rGi.jpg,False,2014.0,12.0,4.0,5.0,81000000,414351546,383354277.9,4.115451185185185,80.4513822183253,1,93.15,476.5042779,383.3542779,Gros (50-100M),Crime,GB,2010.0,Hiver
313369,La La Land,La La Land,en,Released,2016-11-29,34200000.0,510044772.29999995,129,7.897,15625,32.009,"Comedy, Drama, Romance, Music",United States of America,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg,False,2016.0,11.0,4.0,1.0,30000000,447407695,475844772.29999995,13.913589833333331,93.29470629690444,1,34.2,510.0447723,475.84477229999993,Moyen (10-50M),Comedy,US,2010.0,Automne
109445,Frozen,Frozen,en,Released,2013-11-20,175500000.0,1490836240.53,102,7.2,15520,85.794,"Animation, Family, Adventure, Fantasy",United States of America,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",/kgwjIb2JDHRhNk13lmSxiClFjVk.jpg,False,2013.0,11.0,4.0,2.0,150000000,1274219009,1315336240.53,7.4947933933333335,88.2280833247246,1,175.5,1490.83624053,1315.33624053,Blockbuster (>100M),Animation,US,2010.0,Automne
374720,Dunkirk,Dunkirk,en,Released,2017-07-19,166500000.0,584970000.0,107,7.456,15464,34.529,"War, Action, Drama","France, Netherlands, United Kingdom, United States of America","The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",/b4Oe15CGLL61Ped0RAS9JpqdmCt.jpg,False,2017.0,7.0,3.0,2.0,150000000,527000000,418470000.0,2.513333333333333,71.5370018975332,1,166.5,584.97,418.47,Blockbuster (>100M),War,FR,2010.0,Été
269149,Zootopia,Zootopia,en,Released,2016-02-11,171000000.0,1167113982.3,109,7.748,15230,98.11,"Animation, Adventure, Family, Comedy",United States of America,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,False,2016.0,2.0,1.0,3.0,150000000,1023784195,996113982.3,5.825227966666667,85.34847473397458,1,171.0,1167.1139822999999,996.1139823,Blockbuster (>100M),Animation,US,2010.0,Hiver
240832,Lucy,Lucy,en,Released,2014-07-25,46000000.0,527693139.99999994,89,6.44,15181,33.913,"Action, Science Fiction",France,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",/dhjyfcwEoW6jJ4Q7DpZTp6E58GA.jpg,False,2014.0,7.0,3.0,4.0,40000000,458863600,481693139.99999994,10.471589999999999,91.28281258308569,1,46.0,527.69314,481.6931399999999,Moyen (10-50M),Action,FR,2010.0,Été
329,Jurassic Park,Jurassic Park,en,Released,1993-06-11,124110000.0,1812597000.0,127,7.941,15141,24.213,"Adventure, Science Fiction",United States of America,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg,False,1993.0,6.0,2.0,4.0,63000000,920100000,1688487000.0,13.604761904761904,93.15291816106945,1,124.11,1812.597,1688.487,Blockbuster (>100M),Adventure,US,1990.0,Été
274,The Silence of the Lambs,The Silence of the Lambs,en,Released,1991-02-14,39900000.0,572760136.2,119,8.3,15003,9.119,"Crime, Drama, Thriller",United States of America,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,False,1991.0,2.0,1.0,3.0,19000000,272742922,532860136.20000005,13.354890631578948,93.0337330623744,1,39.9,572.7601362,532.8601362,Moyen (10-50M),Crime,US,1990.0,Hiver
129,Spirited Away,千と千尋の神隠し,ja,Released,2001-07-20,30020000.0,434381650.1,125,8.539,14913,68.024,"Animation, Family, Fantasy",Japan,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,False,2001.0,7.0,3.0,4.0,19000000,274925095,404361650.1,13.469741842105265,93.08902666742736,1,30.02,434.3816501,404.3616501,Moyen (10-50M),Animation,JP,2000.0,Été
321612,Beauty and the Beast,Beauty and the Beast,en,Released,2017-03-16,177600000.00000003,1405388720.0400002,129,6.967,14871,56.226,"Family, Fantasy, Romance",United States of America,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg,False,2017.0,3.0,1.0,3.0,160000000,1266115964,1227788720.0400002,6.913224775,87.36292689221634,1,177.60000000000002,1405.3887200400002,1227.7887200400003,Blockbuster (>100M),Family,US,2010.0,Printemps
58,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,en,Released,2006-07-06,274000000.0,1459953942.44,151,7.346,14868,69.403,"Adventure, Fantasy, Action",United States of America,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,False,2006.0,7.0,3.0,3.0,200000000,1065659812,1185953942.44,4.32829906,81.23228466083884,1,274.0,1459.95394244,1185.95394244,Blockbuster (>100M),Adventure,US,2000.0,Été
177572,Big Hero 6,Big Hero 6,en,Released,2014-10-24,189750000.0,756502002.1999999,102,7.738,14732,98.41,"Adventure, Family, Animation, Action, Comedy",United States of America,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,False,2014.0,10.0,4.0,4.0,165000000,657827828,566752002.1999999,2.986835321212121,74.91744906845138,1,189.75,756.5020021999999,566.7520021999999,Blockbuster (>100M),Adventure,US,2010.0,Automne
75656,Now You See Me,Now You See Me,en,Released,2013-05-29,87750000.0,411517067.13,116,7.345,14726,45.241,"Thriller, Crime",United States of America,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg,False,2013.0,5.0,2.0,2.0,75000000,351723989,323767067.13,3.6896531866666664,78.67646155918014,1,87.75,411.51706713,323.76706713,Gros (50-100M),Thriller,US,2010.0,Printemps
131631,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,en,Released,2014-11-19,143750000.0,868660217.65,123,6.796,14725,85.889,"Science Fiction, Adventure, Thriller","Canada, United States of America",Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,/4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg,False,2014.0,11.0,4.0,2.0,125000000,755356711,724910217.65,5.042853688,83.45152718183768,1,143.75,868.6602176499999,724.9102176499999,Blockbuster (>100M),Science Fiction,CA,2010.0,Automne
335983,Venom,Venom,en,Released,2018-09-28,126440000.00000001,933132814.59,112,6.826,14724,48.649,"Science Fiction, Action","China, United States of America","Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,False,2018.0,9.0,3.0,4.0,116000000,856085151,806692814.59,6.380044405172414,86.44994602879171,1,126.44000000000001,933.1328145900001,806.69281459,Blockbuster (>100M),Science Fiction,CN,2010.0,Automne
1124,The Prestige,The Prestige,en,Released,2006-10-19,54800000.00000001,150256546.07000002,130,8.203,14696,48.832,"Drama, Mystery, Science Fiction","United Kingdom, United States of America","A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",/Ag2B2KHKQPukjH7WutmgnnSNurZ.jpg,False,2006.0,10.0,4.0,3.0,40000000,109676311,95456546.07000002,1.7419077750000003,63.52904320423396,1,54.800000000000004,150.25654607,95.45654607000002,Gros (50-100M),Drama,GB,2000.0,Automne
6479,I Am Legend,I Am Legend,en,Released,2007-12-12,199500000.0,778595369.1600001,101,7.201,14675,59.815,"Drama, Science Fiction, Thriller",United States of America,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,False,2007.0,12.0,4.0,2.0,150000000,585410052,579095369.1600001,2.9027336800000003,74.37693468235834,1,199.5,778.5953691600001,579.0953691600001,Blockbuster (>100M),Drama,US,2000.0,Hiver
857,Saving Private Ryan,Saving Private Ryan,en,Released,1998-07-24,121100000.0,833584772.5699999,169,8.209,14658,59.745,"Drama, History, War",United States of America,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,False,1998.0,7.0,3.0,4.0,70000000,481840909,712484772.5699999,5.883441557142857,85.4723833754016,1,121.1,833.5847725699999,712.4847725699999,Blockbuster (>100M),Drama,US,1990.0,Été
299537,Captain Marvel,Captain Marvel,en,Released,2019-03-06,162640000.0,1210615597.22,124,6.843,14657,50.399,"Action, Adventure, Science Fiction",United States of America,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,False,2019.0,3.0,1.0,2.0,152000000,1131416446,1047975597.22,6.44352925,86.5655125893406,1,162.64,1210.61559722,1047.97559722,Blockbuster (>100M),Action,US,2010.0,Printemps
339403,Baby Driver,Baby Driver,en,Released,2017-06-28,37740000.0,251909046.57000002,113,7.5,14634,44.974,"Action, Crime",United Kingdom,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",/rmnQ9jKW72bHu8uKlMjPIb2VLMI.jpg,False,2017.0,6.0,2.0,2.0,34000000,226945087,214169046.57000002,5.6748555000000005,85.01840227103044,1,37.74,251.90904657000002,214.16904657000003,Moyen (10-50M),Action,GB,2010.0,Été
424,Schindler's List,Schindler's List,en,Released,1993-12-15,43340000.0,633090166.99,195,8.573,14594,65.084,"Drama, History, War",United States of America,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,False,1993.0,12.0,4.0,2.0,22000000,321365567,589750166.99,13.607525772727273,93.1542136871185,1,43.34,633.0901669900001,589.75016699,Moyen (10-50M),Drama,US,1990.0,Hiver
1892,Return of the Jedi,Return of the Jedi,en,Released,1983-05-25,93168000.0,1649376000.0,132,7.892,14591,40.104,"Adventure, Action, Science Fiction",United States of America,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",/jQYlydvHm3kUix1f8prMucrplhm.jpg,False,1983.0,5.0,2.0,2.0,32350000,572700000,1556208000.0,16.7032457496136,94.35131831674525,1,93.168,1649.376,1556.208,Gros (50-100M),Adventure,US,1980.0,Printemps
429617,Spider-Man: Far From Home,Spider-Man: Far From Home,en,Released,2019-06-28,171200000.0,1211162955.72,129,7.447,14495,49.913,"Action, Adventure, Science Fiction",United States of America,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,False,2019.0,6.0,2.0,4.0,160000000,1131927996,1039962955.72,6.074549975,85.86482527462816,1,171.2,1211.1629557200001,1039.96295572,Blockbuster (>100M),Action,US,2010.0,Été
37724,Skyfall,Skyfall,en,Released,2012-10-24,238000000.0,1359540841.05,143,7.227,14466,33.456,"Action, Adventure, Thriller","United Kingdom, United States of America","When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg,False,2012.0,10.0,4.0,2.0,200000000,1142471295,1121540841.05,4.712356475,82.49408970927361,1,238.0,1359.54084105,1121.54084105,Blockbuster (>100M),Action,GB,2010.0,Automne
49047,Gravity,Gravity,en,Released,2013-10-03,122849999.99999999,846135464.8499999,91,7.162,14463,31.024,"Science Fiction, Thriller, Drama","United Kingdom, United States of America","Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",/kZ2nZw8D681aphje8NJi8EfbL1U.jpg,False,2013.0,10.0,4.0,3.0,105000000,723192705,723285464.8499999,5.887549571428571,85.48104823596084,1,122.84999999999998,846.13546485,723.2854648499999,Blockbuster (>100M),Science Fiction,GB,2010.0,Automne
127585,X-Men: Days of Future Past,X-Men: Days of Future Past,en,Released,2014-05-15,287500000.0,860042191.2499999,132,7.5,14433,60.194,"Action, Adventure, Science Fiction",United States of America,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,/tYfijzolzgoMOtegh1Y7j2Enorg.jpg,False,2014.0,5.0,2.0,3.0,250000000,747862775,572542191.2499999,1.9914510999999995,66.57140743500703,1,287.5,860.0421912499999,572.5421912499999,Blockbuster (>100M),Action,US,2010.0,Printemps
333339,Ready Player One,Ready Player One,en,Released,2018-03-28,190750000.0,661928806.0600001,140,7.6,14430,50.088,"Adventure, Action, Science Fiction",United States of America,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,False,2018.0,3.0,1.0,2.0,175000000,607274134,471178806.06000006,2.470137908571429,71.18270148486187,1,190.75,661.92880606,471.17880606000006,Blockbuster (>100M),Adventure,US,2010.0,Printemps
72190,World War Z,World War Z,en,Released,2013-06-20,234000000.0,622282050.0,116,6.807,14409,55.042,"Action, Drama, Horror, Science Fiction, Thriller","Malta, United Kingdom, United States of America","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",/1SWBSYJsnyhdNRfLI1T6RsCxAQ4.jpg,False,2013.0,6.0,2.0,3.0,200000000,531865000,388282050.0,1.659325,62.396472789147616,1,234.0,622.28205,388.28205,Blockbuster (>100M),Action,Malta,2010.0,Été
640,Catch Me If You Can,Catch Me If You Can,en,Released,2002-12-16,80600000.0,545777183.6,141,7.971,14393,44.814,"Drama, Crime",United States of America,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg,False,2002.0,12.0,4.0,0.0,52000000,352114312,465177183.6,5.771429076923077,85.23206861299066,1,80.6,545.7771836000001,465.17718360000003,Gros (50-100M),Drama,US,2000.0,Hiver
330459,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,en,Released,2016-12-14,227999999.99999997,1203905291.2199998,133,7.488,14354,33.1,"Action, Adventure, Science Fiction",United States of America,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,False,2016.0,12.0,4.0,2.0,200000000,1056057273,975905291.2199998,4.280286364999999,81.06163319799418,1,227.99999999999997,1203.9052912199998,975.9052912199998,Blockbuster (>100M),Action,US,2010.0,Hiver
181808,Star Wars: The Last Jedi,Star Wars: The Last Jedi,en,Released,2017-12-13,222000000.00000003,1479295701.3000002,152,6.825,14312,47.241,"Adventure, Action, Science Fiction",United States of America,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg,False,2017.0,12.0,4.0,2.0,200000000,1332698830,1257295701.3000002,5.66349415,84.9928584389918,1,222.00000000000003,1479.2957013000002,1257.2957013000002,Blockbuster (>100M),Adventure,US,2010.0,Hiver
49521,Man of Steel,Man of Steel,en,Released,2013-06-12,263249999.99999997,781613256.06,143,6.614,14310,44.96,"Action, Adventure, Science Fiction","United Kingdom, United States of America","A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",/dksTL9NXc3GqPBRHYHcy1aIwjS.jpg,False,2013.0,6.0,2.0,2.0,225000000,668045518,518363256.05999994,1.969091191111111,66.31966027201159,1,263.24999999999994,781.6132560599999,518.3632560599999,Blockbuster (>100M),Action,GB,2010.0,Été
20352,Despicable Me,Despicable Me,en,Released,2010-07-08,86940000.0,672436138.5,95,7.227,14147,47.416,"Family, Animation, Comedy",United States of America,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",/b1BT309QWjtFUlJPLmXmrcHOWEL.jpg,False,2010.0,7.0,3.0,3.0,69000000,533679475,585496138.5,6.734485144927536,87.07089119363266,1,86.94,672.4361385,585.4961385,Gros (50-100M),Family,US,2010.0,Été
558,Spider-Man 2,Spider-Man 2,en,Released,2004-06-25,294000000.0,1159795385.91,127,7.258,14096,24.172,"Action, Adventure, Fantasy",United States of America,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well...",/olxpyq9kJAZ2NU1siLshhhXEPR7.jpg,False,2004.0,6.0,2.0,4.0,200000000,788976453,865795385.9100001,2.9448822650000004,74.65070101401366,1,294.0,1159.79538591,865.79538591,Blockbuster (>100M),Action,US,2000.0,Été
324857,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,en,Released,2018-12-06,98100000.0,409256443.43,117,8.404,14024,80.675,"Action, Adventure, Animation, Science Fiction",United States of America,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,False,2018.0,12.0,4.0,3.0,90000000,375464627,311156443.43,3.1718291888888888,76.02969933037127,1,98.1,409.25644343,311.15644343,Gros (50-100M),Action,US,2010.0,Hiver
118,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,en,Released,2005-07-13,213000000.0,674455643.4599999,115,7.04,13967,60.854,"Adventure, Comedy, Family, Fantasy","United Kingdom, United States of America","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",/wfGfxtBkhBzQfOZw4S8IQZgrH0a.jpg,False,2005.0,7.0,3.0,2.0,150000000,474968763,461455643.4599999,2.1664584199999997,68.41897579694098,1,213.0,674.4556434599999,461.4556434599999,Blockbuster (>100M),Adventure,GB,2000.0,Été
244786,Whiplash,Whiplash,en,Released,2014-10-10,3794999.9999999995,15055799.999999998,107,8.381,13891,54.495,"Drama, Music",United States of America,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",/7fn624j5lj3xTme2SgiLCeuedmO.jpg,False,2014.0,10.0,4.0,4.0,3300000,13092000,11260799.999999998,2.9672727272727273,74.79376718606783,1,3.7949999999999995,15.055799999999998,11.260799999999998,Petit (<10M),Drama,US,2010.0,Automne
1422,The Departed,The Departed,en,Released,2006-10-04,123300000.00000001,399307050.00000006,151,8.166,13792,42.503,"Drama, Thriller, Crime","Hong Kong, United States of America","To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",/nT97ifVT2J1yMQmeq20Qblg61T.jpg,False,2006.0,10.0,4.0,2.0,90000000,291465000,276007050.00000006,2.2385,69.12150687046473,1,123.30000000000001,399.30705000000006,276.00705000000005,Blockbuster (>100M),Drama,Hong Kong,2000.0,Automne
120467,The Grand Budapest Hotel,The Grand Budapest Hotel,en,Released,2014-02-26,34500000.0,200790365.7,100,8.049,13787,33.966,"Comedy, Drama","Germany, United States of America","The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,False,2014.0,2.0,1.0,2.0,30000000,174600318,166290365.7,4.8200106,82.81790070966537,1,34.5,200.7903657,166.2903657,Moyen (10-50M),Comedy,DE,2010.0,Hiver
10193,Toy Story 3,Toy Story 3,en,Released,2010-06-16,252000000.0,1344381825.78,103,7.792,13777,69.145,"Animation, Family, Comedy",United States of America,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,False,2010.0,6.0,2.0,2.0,200000000,1066969703,1092381825.78,4.334848515,81.25532529764811,1,252.0,1344.3818257799999,1092.3818257799999,Blockbuster (>100M),Animation,US,2010.0,Été
77,Memento,Memento,en,Released,2000-10-11,14669999.999999998,64748646.48,113,8.188,13723,31.795,"Mystery, Thriller",United States of America,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",/yuNs09hvpHVU1cBTCAk9zxsL2oW.jpg,False,2000.0,10.0,4.0,2.0,9000000,39723096,50078646.48,3.4136773333333337,77.3431557298555,1,14.669999999999998,64.74864647999999,50.078646479999996,Moyen (10-50M),Mystery,US,2000.0,Automne
38,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,en,Released,2004-03-19,29400000.0,106219445.22,108,8.101,13709,54.124,"Science Fiction, Drama, Romance",United States of America,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,False,2004.0,3.0,1.0,4.0,20000000,72258126,76819445.22,2.6129063,72.32145212290726,1,29.4,106.21944522,76.81944522,Moyen (10-50M),Science Fiction,US,2000.0,Printemps
101,Léon: The Professional,Léon: The Professional,en,Released,1994-09-14,30560000.0,86494300.34,111,8.316,13652,58.625,"Crime, Drama, Action","United States of America, France","Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg,False,1994.0,9.0,3.0,2.0,16000000,45284974,55934300.34,1.8303108750000001,64.6681921469139,1,30.56,86.49430034000001,55.93430034,Moyen (10-50M),Crime,US,1990.0,Automne
44214,Black Swan,Black Swan,en,Released,2010-12-03,16380000.0,415041537.96,108,7.672,13567,34.932,"Drama, Thriller, Horror",United States of America,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,/rH19vkjAzCZ0HIUvrgB3rowm68h.jpg,False,2010.0,12.0,4.0,4.0,13000000,329398046,398661537.96,24.33831123076923,96.0534070684803,1,16.38,415.04153795999997,398.66153796,Moyen (10-50M),Drama,US,2010.0,Hiver
